Genesis_1_86_343480_348360|tin hungh zeix cuotv hieh zoih caux saeng kuv
Genesis_1_87_348360_352400|yietc nyungc maaih yietc nyungc nyei buonv
Genesis_1_88_352400_357640|caux nyungc nyungc nyorng ndau beih nyei ga naaiv
Genesis_1_89_357640_362480|yietc nyungc ziux yietc nyungc nyei buonv
Genesis_1_90_362480_366320|tin hungh buatc se longx nyei
Genesis_1_91_366320_370640|tin hungh aengx gorngv
Genesis_1_92_370640_378080|mbuo oix zuqc ziux mbuo nyei fangx zeiv zeix mienh daaih zuangv mbuo yaac hnangv mbuo nor
Genesis_1_93_378080_381920|bun ninh mbuo gunv koiv gu nyuoz nyei mbiauz
Genesis_1_94_381920_384800|yiem ndaamv lungh nyei norqc
Genesis_1_95_384800_386480|nyungc nyungc saeng kuv
Genesis_1_96_386480_391160|yaac gunv nyungc nyungc nyorng ndau beih nyei ga naaiv
Genesis_1_97_391160_397640|tin hungh ziouc ziux ninh ganh nyei fangx zeiv zeix cuotv baamh mienh
Genesis_1_98_397640_405080|se ziux tin hungh ganh nyei fangx zeix mienh daaih
Genesis_1_99_405080_408960|ninh zeix cuotv benx m jangc m sieqv
Genesis_1_100_408960_413280|tin hungh buang waac bun ninh mbuo
Genesis_1_101_413280_414960|ninh gorngv
Genesis_1_102_414960_424040|meih mbuo oix zuqc maaih fu jueiv hiaangx daaih buangv lungh ndiev yaac gunv duqv mbuoqc lungh ndiev nyei ga naaiv
Genesis_1_103_424040_427200|oix zuqc gunv yiem koiv nyei mbiauz
Genesis_1_104_427200_428760|yiem ndaamv lungh nyei norqc
Genesis_1_105_428760_431720|caux nyungc nyungc maaih maengc
Genesis_1_106_431720_434360|nyorng ndau beih nyei ga naaiv
Genesis_1_107_434360_438600|tin hungh aengx gorngv
Genesis_1_108_438600_439800|mangc maah
Genesis_1_109_439800_451360|yie zorqv yiem buangv ndau beih haih cuotv nyim nyei nyungc nyungc lai miev caux nyungc nyungc ndiangx maaih nyim nyei biouv
Genesis_1_110_451360_453600|jiu bun meih mbuo nyanc
Genesis_1_111_453600_459080|yiem ndau beih nyei saeng kuv hieh zoih
Genesis_1_112_459080_468880|yiem ndaamv lungh nyei yietc zungv norqc caux haih nyorng ndau beih maaih maengc nyei yietc zungv ga naaiv
Genesis_1_113_468880_475520|yie zorqv nyungc nyungc miev maeng bun ninh mbuo zoux nyanc nyei ga naaiv
Genesis_1_114_475520_477400|ziouc za gengh hnangv naaic
Genesis_1_115_477400_483840|tin hungh mangc ninh zeix daaih nyei nyungc nyungc ga naaiv
Genesis_1_116_483840_485760|buatc za gengh longx haic
Genesis_1_117_485760_489160|maaih lungh hmuangx yaac maaih lungh ndorm
Genesis_1_118_489160_491680|naaiv se da luoqc hnoi
Genesis_2_1_5000_10480|lungh ndau caux maanc muotc hnangv naaiv nor zeix ziangx nzengc aqv
Genesis_2_2_10480_18520|taux da cietv hnoi tin hungh zoux ziangx ninh zoux nyei gong
Genesis_2_3_18520_24080|da cietv hnoi ninh ziouc dingh gong hitv kuonx
Genesis_2_4_24080_28880|tin hungh ceix fuqv da cietv hnoi
Genesis_2_5_28880_34160|bun wuov norm hnoi benx cing nzengc hnoi
Genesis_2_6_34160_40320|weic zuqc ninh zeix lungh zeix ndau nyei gong ziangx
Genesis_2_7_40320_45920|ninh yaac dingh gong hitv kuonx
Genesis_2_8_45920_49360|e nden huingx
Genesis_2_9_49360_55240|zeix lungh zeix ndau nyei jauv louc se hnangv naaiv
Genesis_2_10_55240_61640|ziouv tin hungh zeix lungh zeix ndau wuov zanc
Genesis_2_11_61640_67800|ndau maiv gaengh maaih haaix nyungc miev ndiangx
Genesis_2_12_67800_76360|maiv gaengh maaih haaix nyungc ga naaiv nyim guqc nyaah cuotv
Genesis_2_13_76360_84240|weic zuqc ziouv tin hungh maiv gaengh bun mbiungc njiec ndau beih
Genesis_2_14_84240_88160|yaac maiv gaengh maaih mienh ziouc maiv gaengh maaih haaix dauh zoux lingh zoux ndeic
Genesis_2_15_88160_100520|kungx maaih wuom yiem ndau ndiev saamx cuotv daaih bun ndau ndorn gormx nzengc hnangv
Genesis_2_16_100520_110040|ziouv tin hungh aengx zorqv deix nie mbung nanv cuotv dauh mienh daaih yaac biomv maaih maengc nyei qiex bieqc ninh nyei mba zorng
Genesis_2_17_110040_114760|ninh ziouc benx maaih maengc nyei mienh aqv
Genesis_2_18_114760_119640|ziouv tin hungh ziouc yiem dong bung
Genesis_2_19_119640_121960|e nden wuov
Genesis_2_20_121960_130080|zoux norm huingx yaac bun ninh zeix daaih wuov dauh mienh yiem huingx gu nyuoz
Genesis_2_40_228760_235400|ziouv tin hungh ziouc bun ninh zeix daaih wuov laanh mienh yiem e nden huingx
Genesis_2_41_235400_240120|bun ninh fioux yaac goux jienv
Genesis_2_42_240120_243120|ziouv hatc ninh
Genesis_2_43_243120_245480|yiem naaiv huingx gu nyuoz
Genesis_2_44_245480_250000|haaix zungh biouv yaac nyanc duqv nyei
Genesis_2_45_250000_255200|mv baac bun mienh hiuv duqv longx hiuv duqv ciouv wuov zungh
Genesis_2_46_255200_258440|cin maanc maiv dungx nyanc
Genesis_2_47_258440_261560|se gorngv meih nyanc nor
Genesis_2_48_261560_265920|dongh wuov hnoi meih za gengh oix zuqc daic aqv
Genesis_2_49_265920_269040|ziouv tin hungh aengx gorngv
Genesis_2_50_269040_273000|nduqc laanh mienh ganh yiem hnangv se maiv horpc
Genesis_2_51_273000_275600|yie aengx oix zeix dauh daaih puix ninh
Genesis_2_52_275600_280760|caux ninh zoux doic tengx ninh
Genesis_2_53_280760_289480|ziouv  tin hungh ziouc zorqv deix nie daaih nanv nyungc nyungc yiem ndau nyei saeng kuv hieh zoih caux nyungc nyungc yiem ndaamv lungh nyei norqc
Genesis_2_54_289480_295280|ziouc dorh daaih bun wuov laanh mienh mangc gaax
Genesis_2_55_295280_301240|haaix nyungc horpc zuqc cuotv haaix nyungc mbuox
Genesis_2_56_301240_307360|wuov laanh mienh tengx naaiv deix maaih maengc nyei ga naaiv cuotv mbuox heuc haaix nyungc
Genesis_2_57_307360_312240|wuov nyungc ga naaiv ziouc duqv mbuox heuc wuov nyungc aqv
Genesis_2_58_312240_321320|naaiv laanh mienh tengx cuotv nzoih nyungc nyungc saeng kuv nyei mbuox caux yiem ndaamv lungh nyei norqc caux yietc zungv yiem lomc nyei hieh zoih nyei mbuox
Genesis_2_59_321320_326480|corc buatc maiv maaih yietc dauh puix ninh
Genesis_2_60_326480_332360|caux ninh zoux doic tengx ninh
Genesis_2_61_332360_337080|ziouv tin hungh ziouc bun wuov dauh mienh bueix m njormh ndo nyei
Genesis_2_62_337080_339760|m njormh mingh wuov zanc
Genesis_2_63_339760_347320|ninh zorqv diuh wuov laanh mienh nyei la saengx mbungv aengx bun orv ziangh ndipc mi aqv
Genesis_2_64_347320_356240|ziouv tin hungh longc yiem m jangc dorn zorqv cuotv wuov diuh la saengx mbungv zoux benx dauh m sieqv dorn
Genesis_2_65_356240_359840|aengx dorh daaih taux m jangc dorn wuov
Genesis_2_66_359840_361600|wuov dauh m jangc dorn ziouc gorngv
Genesis_2_67_361600_365080|dongh naaiv aqv
Genesis_2_68_365080_368240|mbungv yaac yie nyei mbungv benx daaih
Genesis_2_69_368240_371880|orv yaac yie nyei orv benx daaih
Genesis_2_70_371880_376280|oix zuqc tengx ninh cuotv mbuox heuc m sieqv dorn
Genesis_2_71_376280_381360|weic zuqc ninh yiem m jangc dorn cuotv daaih
Genesis_2_72_381360_385600|weic naaiv m jangc dorn dorng jaa
Genesis_2_73_385600_387400|leih ninh nyei diex maac
Genesis_2_74_387400_392480|caux jienv ninh nyei auv gapv daaih
Genesis_2_75_392480_396720|ninh mbuo ziouc benx yietc dauh mi aqv
Genesis_2_76_396720_402560|naaiv dauh m jangc dorn caux ninh nyei auv laengh gaengv nyei yiem mv baac laanh maiv nyaiv laanh
Genesis_3_10_51280_55000|meih mbuo zungv zuqc daic aqv
Genesis_3_11_55000_57800|naang gorngv mbuox m sieqv dorn
Genesis_3_12_57800_59000|meih mbuo maiv daic lorqc
Genesis_3_13_59000_65960|tin hungh hnangv naaiv gorngv weic zuqc ninh hiuv duqv meih mbuo nyanc liuz
Genesis_3_14_65960_69960|meih mbuo haih hnamv duqv tong
Genesis_3_15_69960_73320|meih mbuo ziouc hnangv tin hungh nor
Genesis_3_16_73320_77560|haih hiuv duqv longx hiuv duqv ciouv
Genesis_3_17_77560_83000|wuov dauh m sieqv dorn mangc buatc wuov zungh biouv nzueic nyei
Genesis_3_18_83000_86360|daaix nyanc kuv nyei
Genesis_3_19_86360_91720|ninh yaac hnamv daaih se gorngv haih bun mienh guai nor
Genesis_3_20_91720_94440|za gengh longx haic
Genesis_3_21_94440_97560|ninh ziouc gaeqv daaih nyanc aqv
Genesis_3_22_97560_101360|aengx bun deix ninh nyei nqox nyanc
Genesis_3_23_101360_104280|ninh mbuo nyanc liuz
Genesis_3_24_104280_107280|ninh mbuo haih hnamv duqv tong
Genesis_3_25_107280_111120|ninh mbuo hiuv duqv ganh laengh gaengv nyei yiem
Genesis_3_26_111120_116520|ziouc zorqv ngongh nyorx ndiangx normh lunh daaih pongx jienv aqv
Genesis_3_27_116520_118600|wuov hnoi
Genesis_3_28_118600_121960|lungh maanz hmuangx nyei ziangh hoc
Genesis_3_29_121960_128440|ninh mbuo haiz ziouv tin hungh yiem huingx gu nyuoz yangh jauv
Genesis_3_30_128440_136080|wuov dauh m jangc dorn caux ninh nyei auv ziouc bieqc huingx nyei ndiangx lomc mingh bingx jienv ziouv
Genesis_3_31_136080_140040|mv baac ziouv  tin hungh heuc wuov dauh m jangc dorn
Genesis_3_32_140040_142480|meih yiem haaix laeh
Genesis_3_33_142480_146520|wuov dauh m jangc dorn dau
Genesis_3_34_146520_150560|yie haiz meih yiem naaiv huingx
Genesis_3_35_150560_155760|yie gamh nziex haic weic zuqc yie laengh gaengv nyei yiem ziouc bingx meih
Genesis_3_36_155760_159280|tin hungh naaic gaax
Genesis_3_37_159280_161720|haaix dauh mbuox meih
Genesis_3_38_161720_166440|meih nyei sin laengh gaengv nyei
Genesis_3_39_166440_173160|meih nyanc dongh yie hatc meih maiv dungx nyanc wuov zungh biouv mi aqv saah
Genesis_3_40_173160_176240|wuov dauh m jangc dorn dau
Genesis_3_41_176240_182480|dongh meih bun daaih caux yie yiem naaiv wuov dauh m sieqv dorn
Genesis_3_42_182480_186160|ninh bun naaiv zungh ndiangx nyei biouv yie
Genesis_3_43_186160_189480|yie ziouc nyanc mi aqv
Genesis_3_44_189480_193480|ziouv  tin hungh naaic gaax wuov dauh m sieqv dorn
Genesis_3_45_193480_196600|meih zoux cuotv haaix nyungc sic mi aqv
Genesis_3_46_196600_200000|wuov dauh m sieqv dorn dau
Genesis_3_47_200000_202320|naang ganh nduov yie
Genesis_3_48_202320_203040|yie ziouc nyanc
Genesis_3_49_203040_208160|tin hungh dingc zuiz
Genesis_3_50_208160_211560|ziouv tin hungh mbuox wuov diuh naang
Genesis_3_51_211560_214840|laaix meih hnangv naaiv nor zoux
Genesis_3_52_214840_219800|meih ziouc zuqc houv gauh hniev yietc zungv saeng kuv
Genesis_3_53_219800_223520|gauh camv yietc zungv hieh zoih
Genesis_3_54_223520_228720|meih oix zuqc longc ga sie luih jienv gan ndau mingh
Genesis_3_55_228720_231960|yietc seix oix zuqc nyanc nie mbung
Genesis_3_56_231960_234600|yie oix bun meih caux naaiv dauh m sieqv dorn daav win
Genesis_3_57_234600_242680|yaac bun meih nyei zeiv fun caux ninh nyei zeiv fun zoux win wangv
Genesis_3_58_242680_246840|ninh nyei zeiv fun oix mborqv meih nyei m nqorngv huv
Genesis_3_59_246840_249240|meih yaac oix nyorqv ninh nyei zaux nqo
Genesis_3_60_249240_255760|tin hungh yaac gorngv mbuox wuov dauh m sieqv dorn
Genesis_3_61_255760_260760|maaih sin nyei ziangh hoc yie oix jaa tipv bun meih kouv
Genesis_3_62_260760_264720|ndutv sin nyei ziangh hoc meih oix zuqc mun
Genesis_3_63_264720_268760|mv baac meih corc oix longc meih nyei nqox
Genesis_3_64_268760_270800|meih nyei nqox yaac oix gunv jienv meih
Genesis_3_65_270800_275520|tin hungh yaac gorngv mbuox aa ndam
Genesis_3_66_275520_279280|laaix meih muangx meih nyei auv nyei waac
Genesis_3_67_279280_282240|nyanc dongh yie hatc meih
Genesis_3_68_282240_285520|maiv dungx nyanc wuov zungh biouv
Genesis_3_69_285520_289360|ndau ziouc laaix meih zoux nyei sic zuqc houv
Genesis_3_70_289360_292840|meih yietc seix oix zuqc bangc ndau zoux gong kouv cingx duqv nyanc
Genesis_4_1_6000_9440|aa ndam caux ninh nyei auv
Genesis_4_2_9440_11120|haawaa
Genesis_4_3_11120_13720|nitv liuz doic
Genesis_4_4_13720_17720|ninh nyei auv ziouc maaih jienv sin aqv
Genesis_4_5_17720_20600|yungz duqv dauh dorn daaih
Genesis_4_6_20600_23000|ninh ziouc gorngv
Genesis_4_7_23000_26120|ziouv tengx yie duqv dauh dorn daaih aqv
Genesis_4_8_26120_28760|ninh ziouc cuotv mbuox heuc kaa in
Genesis_4_9_28760_36240|nqa haav ninh aengx yungz kaa in nyei youz aa mbaen
Genesis_4_10_36240_40800|aa mbaen hlo daaih ninh yungz ba gi yungh
Genesis_4_11_40800_44120|kaa in aeqv zoux liangx ndeic
Genesis_4_12_44120_53880|jiex daaih maaih hnoi kaa in dorh deix ninh nyei ndeic zaangc cuotv nyei ga naaiv zuangx daaih fongc horc bun ziouv
Genesis_4_13_53880_63960|aa mbaen dorh deix yiem ninh nyei ba gi yungh guanh gu nyuoz nyei daauh toi dorn caux ba gi yungh nyei hmei daaih fongc horc
Genesis_4_14_63960_68680|ziouv buangv hnyouv aa mbaen caux ninh fongc horc nyei ga naaiv
Genesis_4_15_68680_74600|mv baac kaa in caux ninh fongc horc nyei ga naaiv tin hungh maiv buangv hnyouv aqv
Genesis_4_16_74600_76080|kaa in ziouc qiex jiez haic
Genesis_4_17_76080_81360|hmien mapv maengh mapv hmuangx nyei
Genesis_4_18_81360_84920|ziouv ziouc gorngv mbuox kaa in
Genesis_4_19_84920_88000|meih zoux haaix nyungc qiex jiez
Genesis_4_20_88000_90360|hmien ndongc naaic hmuangx
Genesis_4_21_90360_94600|meih zoux duqv horpc nor yie buangv hnyouv meih
Genesis_4_22_94600_96920|laaix meih zoux maiv horpc
Genesis_4_23_96920_101560|zuiz mbaapv jienv wuov gaengh ndaangc oix gunv jienv meih
Genesis_4_24_101560_105200|mv baac meih oix zuqc borngz taux hingh
Genesis_4_25_105200_109840|kaa in gorngv mbuox ninh nyei youz aa mbaen
Genesis_4_26_109840_113520|mbuo mingh wuov jiex ndeic orqc
Genesis_4_27_113520_116040|mingh taux ndeic
Genesis_4_28_116040_121080|kaa in ziouc caa jienv ninh nyei youz daix guangc mi aqv
Genesis_4_29_121080_123560|ziouv naaic gaax kaa in
Genesis_4_30_123560_126160|meih nyei youz aa mbaen jiex haaix mi aqv
Genesis_4_31_126160_130360|kaa in dau
Genesis_4_32_130360_132720|yie maiv hiuv niaa yie corc oix zuqc goux yie nyei youz fai
Genesis_4_33_132720_136200|ziouv aengx gorngv
Genesis_4_34_136200_141000|meih zoux cuotv haaix nyungc sic
Genesis_4_35_141000_147520|meih nyei youz nyei nziaamv yiem ndau ndiev heuc jienv cuotv daaih gox yie
Genesis_4_36_147520_150480|ih zanc yie houv jienv meih
Genesis_4_37_150480_153760|yangh naaiv jiex meih maiv duqv zoux ndeic
Genesis_4_38_153760_161240|weic zuqc meih longc meih nyei buoz bun meih nyei youz nyei nziaamv liouc njiec saamx bieqc ndau
Genesis_4_39_161240_165240|hnangv ndau morngx nzuih naqv nziaamv nor
Genesis_4_40_165240_170200|yiem naaiv mingh meih zoux ndeic nyei ziangh hoc
Genesis_4_41_170200_173160|ndau maiv cuotv gaeng zuangx
Genesis_4_42_173160_178840|meih oix zuqc zoux njouh huaax mienh youh lungh ndiev
Genesis_4_43_178840_182520|kaa in aengx gorngv mbuox ziouv
Genesis_4_44_182520_188360|meih hnangv naaiv nor dingc yie nyei zuiz se ba laqc hniev haic
Genesis_4_45_188360_189000|yie diev maiv duqv
Genesis_4_46_189000_194200|mangc gaax ih hnoi meih zunc yie biaux
Genesis_4_47_194200_197040|guangc jienv naaiv deix ndau mingh
Genesis_4_48_197040_200840|yaac maiv bun yie yiem meih nyei nza hmien
Genesis_4_49_200840_206360|yie oix zuqc zoux njouh huaax mienh jiex naaiv jiex wuov youh lungh ndiev
Genesis_4_50_206360_212640|taux haaix mienh buatc yie ninh mbuo oix daix yie
Genesis_4_51_212640_215480|mv baac ziouv dau
Genesis_4_52_215480_217280|maiv duqv lorqc
Genesis_4_53_217280_223800|haaix dauh daix meih oix zuqc zorqv siec dauh daix div meih yietc dauh
Genesis_4_54_223800_229480|ziouv ziouc zoux norm jangx hoc yiem kaa in nyei sin
Genesis_4_55_229480_233120|haaix dauh buatc ninh ziouc hiuv duqv daix maiv duqv ninh aqv
Genesis_4_56_233120_238200|kaa in ziouc leih nqoi ziouv  mi aqv
Genesis_4_57_238200_241840|mingh e nden dong bung maengx
Genesis_4_58_241840_244480|yiem norm deic bung heuc notv
Genesis_4_59_244480_246040|kaa in nyei zeiv fun
Genesis_4_60_246040_251200|kaa in caux ninh nyei auv nitv liuz doic
Genesis_4_61_251200_254480|ninh nyei auv ziouc maaih sin aqv
Genesis_4_62_254480_258560|yungz duqv dauh dorn yaac cuotv mbuox heuc enokv
Genesis_4_63_258560_267280|kaa in ceix norm zingh daaih cuotv mbuox gan ninh nyei dorn nyei mbuox heuc enokv
Genesis_4_64_267280_271840|enokv duqv dauh dorn heuc i laatv
Genesis_4_65_271840_277440|i laatv zoux me hux yaa en nyei die
Genesis_4_66_277440_282920|me hux yaa en zoux me tu saa en nyei die
Genesis_4_67_282920_287480|me tu saa en zoux laamekv nyei die
Genesis_4_68_287480_290680|laamekv longc i dauh auv
Genesis_4_69_290680_293240|maaih dauh heuc aa ndaa
Genesis_4_70_293240_295840|maaih dauh heuc sinx laa
Genesis_4_71_295840_299640|aa ndaa yungz duqv yaa mbaan
Genesis_4_72_299640_305880|yaa mbaan zoux yiem ndopv liuh yungz saeng kuv wuov deix mienh nyei ong taaix ngaeqv
Genesis_4_73_305880_310000|ninh nyei youz heuc yu mbaan
Genesis_4_74_310000_312120|yu mbaan zoux patv daanh baah
Genesis_4_75_312120_316400|biomv hlauv ndongh nux wuov deix mienh nyei ong taaix ngaeqv
Genesis_4_76_316400_320640|sinx laa yungz duqv tu mban kaa in
Genesis_4_77_320640_325920|tu mban kaa in zoux zaangc mienh
Genesis_4_78_325920_331560|longc dongh siqv caux hlieqv zoux nyungc nyungc jaa sic
Genesis_4_79_331560_336680|ninh nyei muoc heuc naa aa maa
Genesis_4_80_336680_340480|laamekv mbuox ninh nyei auv
Genesis_4_81_340480_344600|aa ndaa caux sinx laa muangx yie gorngv maah
Genesis_4_82_344600_347640|laamekv nyei m sieqv dorn aah
Genesis_4_83_347640_350800|muangx longx yie nyei waac
Genesis_4_84_350800_354320|yie daix dauh mienh weic zuqc ninh hoic yie siang haic
Genesis_4_85_354320_358680|daix dauh mienh lunx mienh weic ninh mborqv yie mun
Genesis_4_86_358680_366440|se gorngv haaix dauh daix kaa in oix zuqc daix siec dauh div nor
Genesis_4_87_366440_370600|haaix dauh daix yie oix zuqc maaih cietv ziepc cietv dauh div
Genesis_4_88_370600_375960|setc caux enotv
Genesis_4_89_375960_379600|aa ndam caux ninh nyei auv nitv liuz doic
Genesis_4_90_379600_383240|ninh nyei auv aengx yungz duqv dauh dorn daaih
Genesis_4_91_383240_384480|ninh nyei auv gorngv
Genesis_4_92_384480_390560|tin hungh aengx bun dauh dorn yie div aa mbaen
Genesis_4_93_390560_393880|dongh kaa in daix wuov dauh
Genesis_4_94_393880_397560|ninh ziouc cuotv mbuox heuc setc
Genesis_4_95_397560_399160|setc yaac duqv dauh dorn
Genesis_4_96_399160_401720|cuotv mbuox heuc enotv
Genesis_4_97_401720_407560|wuov zanc mienh jiez gorn gorngv cuotv ziouv  nyei mbuox zaangc ninh
Genesis_5_1_4000_7560|naaiv se aa ndam nyei zeiv fun nyei douh zong daan
Genesis_5_2_7560_12280|tin hungh zeix mienh daaih wuov zanc
Genesis_5_3_12280_15720|ninh zeix daaih zuangv ninh ganh
Genesis_5_4_15720_19480|ninh zeix benx m jangc m sieqv yaac ceix fuqv bun ninh mbuo
Genesis_5_5_19480_23200|aengx tengx cuotv mbuox heuc
Genesis_5_6_23200_25880|baamh mienh
Genesis_5_7_25880_29760|aa ndam duqv yietc baeqv faah ziepc hnyangx
Genesis_5_8_29760_33520|ninh aengx duqv dauh dorn daaih zuangv ninh
Genesis_5_9_33520_37680|yaac tengx cuotv mbuox heuc setc
Genesis_5_10_37680_40440|yiem duqv liuz setc
Genesis_5_11_40440_44640|aa ndam aengx ziangh duqv betv baeqv hnyangx
Genesis_5_12_44640_49120|corc maaih dorn maaih sieqv nyei
Genesis_5_13_49120_55960|aa ndam nyei hnyangx jeiv duqv juov baeqv faah ziepc hnyangx ziouc guei seix mi aqv
Genesis_5_14_55960_60000|setc duqv yietc baeqv lengh biaa hnyangx
Genesis_5_15_60000_65080|ninh duqv dauh dorn mbuox heuc enotv
Genesis_5_16_65080_67960|yiem duqv liuz enotv
Genesis_5_17_67960_72360|ninh ziangh duqv betv baeqv lengh siec hnyangx
Genesis_5_18_72360_76760|corc maaih dorn maaih sieqv nyei
Genesis_5_19_76760_81400|setc nyei hnyangx jeiv duqv juov baeqv ziepc nyeic hnyangx
Genesis_5_20_81400_84880|ninh ziouc guei seix mi aqv
Genesis_5_21_84880_89560|enotv duqv juov ziepc hnyangx ninh duqv dauh dorn
Genesis_5_22_89560_92680|mbuox heuc kenan
Genesis_5_23_92680_98520|yiem duqv liuz kenan ninh ziangh duqv betv baeqv ziepc hmz hnyangx
Genesis_5_24_98520_99800|corc maaih dorn maaih sieqv nyei
Genesis_5_25_99800_108320|enotv nyei hnyangx jeiv duqv juov baeqv lengh biaa hnyangx
Genesis_5_26_108320_110200|ninh ziouc guei seix mi aqv
Genesis_5_27_110200_115800|kenan duqv cietv ziepc hnyangx
Genesis_5_28_115800_118400|ninh duqv dauh dorn
Genesis_5_29_118400_122760|mbuox heuc maa haa laa len
Genesis_5_30_122760_125760|duqv liuz maa haa laa len
Genesis_5_31_125760_128680|ninh aengx ziangh duqv betv baeqv feix ziepc hnyangx
Genesis_5_32_128680_133720|corc maaih dorn maaih sieqv nyei
Genesis_5_33_133720_140840|kenan nyei hnyangx jeiv duqv juov baeqv lengh ziepc hnyangx ziouc guei seix mi aqv
Genesis_5_34_140840_145360|maa haa laa len duqv luoqc ziepc hmz hnyangx
Genesis_5_35_145360_147960|ninh duqv dauh dorn
Genesis_5_36_147960_150680|mbuox heuc yaaletv
Genesis_5_37_150680_153000|duqv liuz yaaletv
Genesis_5_38_153000_156040|ninh aengx ziangh duqv betv baeqv faah ziepc hnyangx
Genesis_5_39_156040_161000|corc maaih dorn maaih sieqv nyei
Genesis_5_40_161000_168720|maa haa laa len nyei hnyangx jeiv duqv betv baeqv juov ziepc hmz hnyangx ziouc guei seix mi aqv
Genesis_5_41_168720_173360|yaaletv duqv yietc baeqv luoqc ziepc nyeic hnyangx
Genesis_5_42_173360_177680|ninh duqv dorn mbuox heuc enokv
Genesis_5_43_177680_180440|yiem duqv liuz enokv
Genesis_5_44_180440_184520|ninh aengx ziangh duqv betv baeqv hnyangx
Genesis_5_45_184520_187760|corc maaih dorn maaih sieqv nyei
Genesis_5_46_187760_194520|yaaletv nyei hnyangx jeiv duqv juov baeqv luoqc ziepc nyeic hnyangx ziouc guei seix mi aqv
Genesis_5_47_194520_198120|enokv duqv luoqc ziepc hmz hnyangx
Genesis_5_48_198120_200520|ninh duqv dauh dorn
Genesis_5_49_200520_204440|mbuox heuc me tu se laa
Genesis_5_50_204440_207440|duqv liuz naaiv dauh dorn
Genesis_6_20_89920_92080|yie oix fioux nzengc
Genesis_6_21_92080_95680|guaatv nzengc yie zeix daaih nyei mienh
Genesis_6_22_95680_98880|maiv bun yiem ndau beih
Genesis_6_23_98880_101800|liemh mienh liemh hieh zoih
Genesis_6_24_101800_107280|nyorng ndau nyei ga naaiv caux ndaamv lungh nyei norqc oix mietc nzengc
Genesis_6_25_107280_110160|weic zuqc yie hnamv nzuonx
Genesis_6_26_110160_114280|feix duqv maiv dungx zeix naaiv deix ga naaiv
Genesis_6_27_114280_119080|mv baac noyaa zoux duqv horpc ziouv  nyei hnyouv
Genesis_6_28_119080_123080|yiem naaiv mingh gorngv noyaa nyei jauv louc
Genesis_6_29_123080_125920|noyaa zoux kuv mienh
Genesis_6_30_125920_131240|wuov jaax lungh ndiev kungx ninh ganh maiv maaih dorngx daanh hnangv
